i_iron_pct,i_carbon_pct,i_chromium_pct,i_temp_celsius,i_cool_rate_c_per_min,i_pressure_atm,i_additiveA_pct,o_tensile_strength_mpa,o_corrosion_resistance,o_brittleness
79.36350297118406,0.45175256479337733,2.6170568373590597,1069.0811976835591,59.33960843694131,4.542719682496979,3.24128477038911,284.6703855733365,0.2788925149681445,4.718974196070912
93.7678576602479,1.1296118000188806,2.469787990719998,1118.672558876549,81.5160712834987,5.260920934375193,0.8619318105258311,294.86560500447797,0.12579165877262113,5.542182696940602
88.29984854528513,1.7585970881651758,9.062545805210366,900.1871595169996,77.2152883300651,8.690926538819623,4.361972816774075,310.82775644343235,0.43011875249005643,3.832791412846559
84.96646210492591,1.4912272841781662,2.495461998495061,1049.9496398427996,19.6204909459085,4.060039474539029,3.0655811953462075,281.0201095921713,0.18818436958925805,3.928874519654825
73.90046601106091,1.6324661809367544,2.71949726128631,1028.6983932574994,19.17869962544002,8.826847163309541,0.7860194177847712,296.2065159547236,0.10186073042491219,2.3695952430783405
73.89986300840506,1.351688396750363,7.593982624179637,1133.1321507153084,30.476564935766767,1.7932098787902233,4.811690287406034,273.5114623800786,0.4644140720877401,4.04115407020487
71.45209030420499,1.4153254725839197,4.4973984245054,1162.4348241925043,39.302099002398535,7.991185934877676,2.591827316676603,303.7517388678095,0.27015991576431075,2.979860876876212
91.65440364437337,1.7134717379741067,7.767105569551812,804.8627085909548,43.80328023380584,8.627928697492628,0.364492259358275,303.3896475157726,0.33551001762707827,3.534813147722451
85.02787529358022,0.5743692168324532,0.6536615756438524,1069.6079676235172,69.5712355991678,2.6363588755360485,3.134164522075336,272.5658775996693,0.14401274017050666,5.249018403988181
87.70181444490115,1.029907430921967,4.875711936733843,820.7343196478917,10.384641055754363,4.873118791349804,1.2659945350640511,284.50632720984873,0.2751223119848942,1.7194602230880696
70.51461235739507,0.5202979394572442,0.3361360018328263,1019.5434660309423,8.293906901476307,2.4894979719729005,4.0184672593865125,276.38732641698095,0.12057875749105974,2.7073116772523
94.24774630404985,1.9765692151936294,0.6265320345535452,915.0530916174713,42.23150347967136,7.35943716094796,4.089110367830953,312.1302206915052,0.07266415186483124,3.9309642594104868
90.81106602001054,1.8937127454045652,9.06437453344411,922.7106398088565,71.23055075310815,5.818129912554911,4.894736779273309,304.3590777538305,0.48787909625427656,5.332251609390324
75.3084777669569,0.1749109416001612,1.3924537111759516,941.1834013809427,23.376357580865843,6.717910120374889,2.5093476551225185,282.8915839586384,0.1509344917130898,0.0
74.54562418017751,1.4405928277798081,5.324206822752171,1048.516979619844,65.94292571934392,2.7683827026059005,2.2747843986386855,280.9406241331174,0.3170795160902445,6.981107206594204
74.58511274633585,1.8579718030897652,4.110956026007066,933.6199862675077,29.68367310432845,2.9057127584717755,3.767378027232403,275.52925180154614,0.2773873599744135,5.417188244697919
77.60605607398844,0.44309315574193375,3.4734332625884266,1093.079620236112,89.17818033728405,1.3734759295891572,0.6623532817096328,264.12800167343033,0.2354048217208243,6.618145152206025
83.11891079080594,1.1790959380499961,8.998333456872725,961.8109542295479,90.09054470532857,3.8986078167615674,2.734577568965621,286.42581824539013,0.49552320384051923,6.493590697211395
80.7986254660529,1.8394277654172795,0.218233967754895,827.3412801239834,33.242284406726014,6.037701952003075,2.7312380006542547,294.16900186562896,0.006947590241498741,3.741675880559427
