i_stock_pct,i_bond_pct,i_crypto_pct,i_real_estate_pct,i_cash_pct,i_risk_appetite,i_time_horizon_years,o_expected_return_pct,o_risk_score,o_max_drawdown_pct,o_esg_score
0.2872700594236812,0.17405317153544786,0.07851170512077178,0.2018108982626694,0.25835416565742975,0.5719958782835928,12.41543008804582,6.480704861680608,0.25101128799833067,7.829263903433779,55.96626421554085
0.4773894044224159,0.26282466083867817,0.06147749852617779,0.19830843621272803,2.220446049250313e-16,0.8054323292999863,14.729634121875621,8.87455817215149,0.3505220956257783,8.958301230786867,53.254989805912466
0.36919656660515227,0.35587162404368267,0.21540016383471183,0.059531645516453145,0.0,0.760160929790159,25.78187440286323,10.352176096515281,0.39834318390084333,15.00920081239981,51.470616850765
0.3786743416436346,0.3725681197325113,0.07099160264930163,0.17776593597455254,0.0,0.15389990469377368,10.860127195736872,7.420246386121641,0.19998314131028994,10.692069957280783,52.02292763582097
0.17800932022121826,0.4226244591445799,0.0815849178385893,0.1715237949431246,0.1462575078524878,0.1492494697414739,26.219840859552967,5.402104617122172,0.15029604808492958,8.854220777425382,71.2224760764532
0.17464765804690463,0.35667265106915735,0.22353230818991113,0.24514738269402692,0.0,0.2681743677449133,3.555898498324053,8.962082461148993,0.2862227260013236,11.772884267162466,56.25882058715435
0.12904180608409974,0.37691062580714096,0.134921952735162,0.2718261181443781,0.08729949722921915,0.3610747263410372,23.52715467905029,6.619400141861705,0.18943336551858617,13.738651215128996,61.0635181814143
0.4407775575973167,0.3635427609507432,0.1926641767093293,0.0030155047426107507,1.1102230246251565e-16,0.4084555814084826,25.578881358587353,9.655883860052336,0.34967870337460394,12.15345493997187,52.59422895153111
0.40055750587160444,0.19986720354367438,0.019609847269315573,0.2022059757176378,0.17775946759776784,0.6796972168333453,6.2727119322828235,7.206083948780517,0.2668571657458658,4.174787314998878,59.10762768040627
0.4540362888980227,0.2957699854572562,0.14627135810201528,0.015550739735918705,0.08837162780678709,0.056680432165835404,13.480049438793813,7.987966870664012,0.2214095643213907,11.891354602414157,51.445875428664635
0.11029224714790123,0.1884837767278409,0.01008408005498479,0.16465759952320677,0.5264822965460664,0.034672704226066386,5.799493465246013,3.2340537262823386,0.0032569655486182894,0.0,64.53156694613797
0.4935879016790045,0.41774019009301167,0.015860126232724866,0.07281178199525903,0.0,0.391910562943909,21.491519740832317,6.947204571619337,0.22754809118992675,6.983398722619888,59.64699277793627
0.38018691652368786,0.35176054964162917,0.20027204231399756,0.06778049152068544,0.0,0.6971636921379805,16.525085273788044,10.705397714948713,0.35585906018039437,11.467138457087456,52.577723491393286
0.20616955533913808,0.11577072454740236,0.04177361133527855,0.10588755103570698,0.530398557742474,0.19343534295648257,19.42437705454131,4.242188264409557,0.08568571060517294,3.080227482019184,59.39539421091066
0.19091248360355031,0.38223006900627543,0.15972620468256513,0.18638773471488304,0.08074350799272612,0.6415044812562517,6.698122041730123,8.419915640148103,0.28477002196628004,7.657387535661465,62.50184543478095
0.19170225492671691,0.47009932696626633,0.12332868078021196,0.10021498970063077,0.114654747626174,0.25982813794029946,7.140629999520166,6.103027448036626,0.19955861227232244,9.962328783029267,62.6613977948132
0.25212112147976884,0.1722301380509334,0.1042029978776528,0.21980971517708411,0.2516360274145608,0.8860861088135163,2.2034224397872846,7.526255398848938,0.29846536155414916,6.7566793266101115,58.93987877726568
0.3352670076819082,0.3027003698635358,0.24975378214295463,0.11227884031160137,0.0,0.8956899442666165,10.339958520676163,11.099272390854459,0.4251773779635694,13.676091279089981,53.534278620954126
0.3159725093210579,0.4661953190352167,0.00654701903264685,0.020505960092987583,0.19077919251809095,0.2972872042813265,17.232595178676572,5.517662547316673,0.16150416573283577,9.055440354973229,64.71603382165273
0.24561457009902096,0.11357839143431954,0.1991369058526767,0.23512795274523215,0.20654217986875067,0.2299937539632405,25.880112505922536,8.237546844289499,0.19952794081850422,8.693572634674362,52.410078012238756
0.35004511199883626,0.32679795634335423,0.24923099848426883,0.07392593317354063,0.0,0.41130397206623126,20.34089597630174,9.913580013223772,0.3809722720806541,13.832504618817934,51.99589866303795
0.16974693032602092,0.21893960294902032,0.16805045503855257,0.12983006387977877,0.31343294780662745,0.24053158518014872,13.62649337859279,6.7458372314196895,0.15234494762655654,9.413935592977824,55.221581477584
0.20463212763171001,0.390648063097307,0.23371662074097305,0.17100318853001006,-2.220446049250313e-16,0.6723838432917036,28.640483317429997,9.58674210750637,0.35171307712793126,8.151085250950935,54.53380886821102
0.28318092164684583,0.48842329806614715,0.01567736378580713,0.0997368471446136,0.11298156935658632,0.8260646845482855,21.858110816699124,6.555282292264602,0.2518512078818989,2.390340210706472,64.98421443047305
0.32803499210851794,0.47770659564537354,0.1256379957222484,0.016975696844014686,0.05164471967984541,0.673092130911217,27.97479088301395,7.321213978226278,0.3385410025296479,11.770432389117536,55.616183783595446
0.4925879806965068,0.28968568666298555,0.07804733728861535,0.11217631410384407,0.027502681248048222,0.8243504472493495,16.300051224892805,9.360438900036494,0.36458027481470556,12.162696823554786,60.04799780628707
0.17419005100866108,0.3877297430991043,0.1911084692331694,0.24697173665906522,0.0,0.39699216220747413,8.508223969001047,8.3219826173346,0.2553336820465258,14.41319382732534,52.40457474200488
