hour,outdoor_temp,indoor_temp,humidity,energy_consumption,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
0.0,10.74507122951685,11.023009938694855,72.47882786507755,75.98264385819431,61.585210723334086,65.6181082404003,37.429038569624375,44.85759532092038,44.15132480220675,53.4012317579225,8.756789436487738,6.597185004639214,4.987724371554867,9.276664070011774,39.57819068719202,65.35807837888866,62.42276627730001,72.23230785851992,8.875823882150716,44.14109993452783,52.809308882197044,59.50115806400298,67.46412286984962,68.72098361262611,8.52913241695778,7.010410674632658,67.76148725625328,62.81468464661913,8.574668780520316,54.304560128935606,10.643321873594465,10.44888162661722,52.96009183269393,9.719455073611016,52.15309856816167,7.783674626454478,6.619306878288508,10.098288222451329,60.26449344272562,10.837604246627507
0.004801920768307323,9.805174944105945,10.671225125452215,73.19679947596546,68.69252378819883,63.600577319038074,61.146008133308925,38.851981949405996,40.962543829672825,44.84847981930276,51.652501486784075,7.670262636862691,6.342120750343662,3.904684827911055,6.889053971101881,36.21765044920784,66.14467241793008,64.19290110957417,72.8487975306249,8.91731991118868,44.62994689918679,49.372442278380575,52.075082230655255,61.126573190866566,62.753843994722736,7.46480135651832,7.919041355729141,68.869590113676,62.92292784465569,6.4291676827899416,47.60176341777563,12.872016701974793,10.18120799982696,48.04735870714038,8.789595470662706,46.351966696617396,4.931612970051988,7.1458488718943896,11.202895365499788,54.13440295465787,10.785812381849007
0.009603841536614645,10.99667557900864,11.371298293213258,66.55724080384869,72.28604301175623,57.71564273246126,62.65595248094034,35.778125401503296,41.866240470005756,42.32204621600976,48.011761288755366,7.755455755120067,4.6108947213076625,5.3762654307032856,8.215731581033761,39.594948248241394,59.77163393568488,59.60497880932486,66.65640370580934,8.488681001949724,40.024582002144356,50.98640565376964,56.166803868639256,64.44290496825603,66.77728306304508,6.393763227176201,9.748618061311294,61.17756603711342,59.167226142407316,8.02690939237281,50.32576051306317,12.632948059550726,10.783965457376949,50.84442724425413,9.80821088791147,49.871001588828655,7.351686448939516,8.66469602592704,10.245640751544995,59.352099787380084,10.911996880943345
0.014405762304921969,12.322258892728868,11.495533749322313,68.39707446849808,72.56800073042031,59.1307546673319,62.58058709095597,36.359286623832205,43.083209048810126,42.21477164600891,48.664356847665054,7.944570341840895,6.290349119233744,8.177955146558928,8.47339951057297,38.995812595352945,60.97250321237634,60.83309063471271,68.62282379243548,10.791740276410026,39.86102576676576,49.49590597479288,55.669736645702855,64.50586639207503,64.0106497917797,8.687530295426468,9.033597319814428,64.13297407792356,58.73362033823616,5.860349387961501,50.09119665595331,11.149486949864714,12.280929632582941,51.061356362205,9.208008185320711,47.96808977393663,6.4509871494325335,9.874798731687322,10.196709107416831,57.62729574502486,8.765799423247179
0.01920768307322929,9.699055322687656,10.654388097761874,66.91252392522895,71.22041232583943,56.72623282170755,63.76414007654732,34.9908153692927,40.04101631727321,40.55966189008703,48.455077637005814,7.456868175281345,4.614865768447853,4.958946486978856,9.554392596460302,37.65581805682672,60.70489395317401,59.703202539233935,66.91159533809842,8.821234145767859,41.4303784965762,48.231900006908575,53.62604094382633,62.111371425048084,63.07072019951816,6.8116499387067035,7.807170325061413,61.61412026337857,59.082155465910034,8.954118486967976,50.43539995531483,10.23868788778319,8.601544756512409,51.537770296343645,9.092166104727685,49.20532025949599,6.300922578276042,8.485519746313274,10.046729041051279,56.448800233347946,10.44590178429654
0.024009603841536612,9.711651146533672,11.193405228831075,70.42637707081572,72.59169989534567,61.661565891942274,64.15773649309861,38.4474795772935,42.39030746468848,43.355198555695104,50.36699478289631,7.469403947623276,6.941575267334367,4.623645533389583,8.40951024753992,37.41143940245022,62.757665474188784,62.7555426728142,70.18582571436998,10.158042958778037,42.84437119097052,52.552158937436914,57.40713500180315,64.36583034513994,65.776117798446,6.680593252950342,9.681929699892718,66.07462601241417,61.157654721676664,8.56459436012685,49.34346164088756,9.990625044127398,10.397596947217735,51.17967853808645,7.2682703264018915,49.0133689879143,5.384283778617982,7.280281882246157,9.8651474051952,56.801879236172645,10.438168856586607
0.028811524609843937,12.444246903064734,11.82943208230044,75.83503729770227,76.51385431184434,65.10771128759319,66.39367279575758,38.37930756183791,45.56668966051355,47.3244684229015,54.82536519813325,10.232007780826232,6.573688938567774,6.391686493384377,8.088999358161015,39.94233308977037,68.18978330177949,67.81628829275066,75.0435288597541,10.182582462619767,45.75381650587861,53.04095819104851,59.0062342898192,67.9045868189508,68.31930066679993,8.130266186662066,9.092543922906545,70.31444259305353,66.14294643268286,9.590402762254236,52.95733109834636,13.336613874949359,11.642680139076383,54.123295354349494,13.458820517171747,53.39014490443042,4.99914199044855,9.191466543210081,9.8729047278228,60.310243696538464,10.580267462622814
0.03361344537815126,11.239150752173265,12.267731776829255,65.96879189740618,72.31061835088735,56.97504480299018,63.52511899307326,36.586517348216496,43.19721427807023,40.399666880873895,46.803115230695695,10.088371613699723,7.13301708089041,5.679514727570208,9.488590140500955,38.37347140840267,60.295247479020574,58.70693759043599,67.3710778173089,8.608844328020258,40.54965964819134,53.73432342011335,56.19819342013136,63.84925375649845,65.31944745910344,7.8788095842596135,9.72449056547812,62.103604520508945,58.333752904720846,9.462845330914492,50.51639080556306,13.01957386532046,12.589634895392491,52.11615133653574,11.216027647632735,47.58546363420788,5.450959499409482,10.615523042374837,11.26315480436651,57.34183771456156,13.214078389519809
0.03841536614645858,9.396357919108599,10.881702162007327,74.80296349282001,69.24357103254991,65.773516580716,60.18542121783441,40.969383589813184,40.55110394055404,47.00566323224518,55.19865848990548,6.690887997027983,6.195535242648225,5.276955594487174,8.676575060974073,37.24912246725298,68.63883463338553,66.81053515351113,74.8063767120608,10.779140045055241,46.01708303675854,49.39176887821332,51.740475641501455,61.50524517023995,61.9436842769025,6.625757915838076,8.104037609874538,67.80885678850908,67.00831040450086,8.268194773177402,48.707382073299264,10.06252438912373,10.269528117092348,48.91508360287623,10.269033053333391,46.809251097922264,7.319551722277366,7.153034322764102,8.752544995910107,56.17782505369106,9.948636928668508
0.0432172869147659,10.926980244017008,11.189071485424686,65.86535928098944,76.10961084073568,57.05328753949341,65.71976375401803,35.8365164629915,45.13105738856652,40.76776904564594,47.43894824300593,7.583979937011054,6.158303618664902,6.690651103902532,9.28832169173248,41.38793798205665,58.2629974103852,57.23143918565212,64.5453079158858,9.417996554020279,40.79567671808298,56.03121467682803,58.872919833748625,68.18671367466624,69.03470379407099,9.179395350775673,8.691959156886297,60.85717113961614,57.08879393783703,9.155654497510088,51.92199287752567,9.850774103813894,10.58562333506566,53.419926336183416,9.215278404053027,50.84840679062993,6.509632882044953,7.088059930404212,10.873606960677897,60.8901914055341,10.571522119630469
